Account,Compound,Date,Negative,Neutral,Positive,Text,Tweets Ago
@BBC,0.0,Wed Jul 11 20:39:03 +0000 2018,0.0,1.0,0.0,"It’s not coming home. 💔

But it's been an incredible journey. ♥️

https://t.co/TrqeqzfTUq  #ENG #WorldCup… https://t.co/nCoN5lDJys",1
@BBC,0.0,Wed Jul 11 20:23:23 +0000 2018,0.0,1.0,0.0,"RT @BBCSport: GOAL

Mario Mandzukic drills Croatia in front.

#CRO 2-1 #ENG 

LIVE:
📱 https://t.co/C5GtYW7jpj 
📻 @5liveSport 

#ENGCRO #Wor…",2
@BBC,-0.1027,Wed Jul 11 20:03:46 +0000 2018,0.076,0.924,0.0,"RT @BBCSport: Extra-time it is... and we're underway...

How are your nerves?

#CRO 1-1 #ENG 

LIVE:
📱 https://t.co/C5GtYW7jpj 
📻 @5liveSpo…",3
@BBC,0.3612,Wed Jul 11 19:52:13 +0000 2018,0.0,0.865,0.135,"Full time: #CRO 1-1 #ENG 

Who's ready for another 30 minutes?

Follow it live: 
📱 https://t.co/TrqeqzfTUq  
📻… https://t.co/CuPZrrxFEW",4
@BBC,-0.296,Wed Jul 11 19:49:56 +0000 2018,0.306,0.694,0.0,RT @BBCBreakfast: No fingernails left... https://t.co/E4oE20owSY,5
@BBC,0.0,Wed Jul 11 19:27:11 +0000 2018,0.0,1.0,0.0,"RT @BBCSport: GOAL 

#CRO 1-1 #ENG 

Ivan Perisic meets a cross to flick Croatia level.

LIVE:
📱 https://t.co/C5GtYW7jpj 
📻 @5liveSport htt…",6
@BBC,-0.0191,Wed Jul 11 19:20:29 +0000 2018,0.056,0.944,0.0,"It doesn't matter where you're watching, as long as you're watching. ⚽️⚽️⚽️

Millions of #ENG fans are watching… https://t.co/geST9JHDr4",7
@BBC,0.0,Wed Jul 11 19:16:46 +0000 2018,0.0,1.0,0.0,"RT @5liveSport: Only three men have ever scored for #ENG in a semi-final of a #WorldCup

⚽ Sir Bobby Charlton
⚽ @GaryLineker
⚽ Kieran Tripp…",8
@BBC,0.6705,Wed Jul 11 19:02:33 +0000 2018,0.0,0.776,0.224,"RT @BBCOne: We’re pretty sure that exactly 53% of the population is covered in beer right now 🤔🤗 #ENGCRO #WorldCup

https://t.co/l5UTbo9n7x",9
@BBC,0.3182,Wed Jul 11 19:02:02 +0000 2018,0.0,0.874,0.126,A gripping reimagining of Joan Lindsay's iconic novel that delves into the mysterious disappearances of three schoo… https://t.co/d4nPoQXIYJ,10
@BBC,0.0,Wed Jul 11 18:50:03 +0000 2018,0.0,1.0,0.0,"Half time in Moscow. 

#CRO 0-1 #ENG
￼
Follow:

📱 https://t.co/5KN3TtJ2Zz  
📻 @5livesport

#ENGCRO #WorldCup https://t.co/TVSyyaX8dl",11
@BBC,0.0,Wed Jul 11 18:06:07 +0000 2018,0.0,1.0,0.0,"RT @BBCSport: GOAL!

What a start! What a goal!

Kieran Trippier whips a free-kick right in! 

#CRO 0-1 #ENG 

LIVE: 
📱 https://t.co/C5GtYW…",12
@BBC,0.0,Wed Jul 11 18:00:11 +0000 2018,0.0,1.0,0.0,"It's time. ⚽️

#ENGCRO #worldcup #bbcworldcup https://t.co/A0zRUx5CVK",13
@BBC,0.0,Wed Jul 11 17:57:05 +0000 2018,0.0,1.0,0.0,"Prince Harry knows... #ItsComingHome ️⚽️➡️🏠

#ENGCRO #ENG #WorldCup #ThreeLions 

https://t.co/ouBlfHLWry",14
@BBC,0.0,Wed Jul 11 17:01:04 +0000 2018,0.0,1.0,0.0,"The @BBCEastenders prediction for tonight's #WorldCup semi-final? 

""Ta-ta Croatia!"" 👋😂 @MrDDyer

#ThreeLions… https://t.co/wRv1AlP9s6",15
@BBC,0.0,Wed Jul 11 16:01:05 +0000 2018,0.0,1.0,0.0,"What's that David Attenborough... it's coming home? 🏴󠁧󠁢󠁥󠁮󠁧󠁿️⚽️🏆😆

🔊 Turn your sound on!  🔊

#WorldCup #ThreeLions… https://t.co/fkYYIqg2fO",16
@BBC,0.0,Wed Jul 11 13:03:06 +0000 2018,0.0,1.0,0.0,The National Gallery has acquired its first work by a woman for 27 years. 🖌 https://t.co/WkCtpvqKtN https://t.co/NZRjCCw3z5,17
@BBC,0.5994,Wed Jul 11 11:32:03 +0000 2018,0.0,0.692,0.308,"The last time #ENG played a #WorldCup Semi Final, @bbceastenders looked like this... https://t.co/JeYtBettzm",18
@BBC,0.3612,Wed Jul 11 11:02:02 +0000 2018,0.0,0.884,0.116,"🤔 Game Boys, Vanilla Ice and a new TV programme called 'The Simpsons'... 

This is what #England looked like last t… https://t.co/YTCXpNJvqb",19
@BBC,0.0,Wed Jul 11 09:53:20 +0000 2018,0.0,1.0,0.0,"RT @BBCSport: Just hold on...it's coming home.

#WorldCup #ThreeLions https://t.co/TCTpYhNV1s",20
@BBC,0.5719,Wed Jul 11 09:32:05 +0000 2018,0.0,0.829,0.171,"This will give you goosebumps. 

The last time England won a #WorldCup semi-final it was a 2-1 victory over Portuga… https://t.co/2gRGni9S3y",21
@BBC,-0.2732,Wed Jul 11 09:04:05 +0000 2018,0.095,0.905,0.0,"In this city, a six-figure salary is considered 'low income' and not enough for a family of four to get by on.… https://t.co/1qyDWTPSrG",22
@BBC,0.5859,Wed Jul 11 08:00:00 +0000 2018,0.0,0.798,0.202,"#BluePlanet2 ✅ 
That unforgettable concert ✅ 
Brilliant Bedtime Stories ✅
A new Doctor ✅
and so much more. Here are… https://t.co/ZVSKIHOXDk",23
@BBC,0.5018,Wed Jul 11 07:39:04 +0000 2018,0.0,0.755,0.245,"RT @BBCSport: More of this please! 😊

#ENGCRO #ENG #ThreeLions #bbcworldcup https://t.co/706Vsdfy2Y",24
@BBC,-0.8402,Wed Jul 11 07:33:03 +0000 2018,0.429,0.571,0.0,"💈⚽️🙌🏾 Dead trims, missed penalties, 30 yard screamers, calling players out, football coming home...… https://t.co/ZrrQJ1Qn9h",25
@BBC,0.0,Wed Jul 11 07:03:05 +0000 2018,0.0,1.0,0.0,"🌡🔥☀️ This one goes out to all the gingers braving the sun today... 

https://t.co/4Ed3y2Xp0f",26
@BBC,0.0,Tue Jul 10 20:02:05 +0000 2018,0.0,1.0,0.0,"The heatwave has unveiled ancient hillforts and Roman settlements in Wales. 👉
 https://t.co/L1VdHWkMP7 https://t.co/luXjJV5v3Y",27
@BBC,0.0,Tue Jul 10 19:04:02 +0000 2018,0.0,1.0,0.0,"Take a look at the rollercoaster years at Nokia, a company that dominated a nation. 

The Rise and Fall of Nokia |… https://t.co/7uflzUaeTj",28
@BBC,0.8625,Tue Jul 10 18:04:04 +0000 2018,0.0,0.556,0.444,"Can you feel richer by giving your money away? 💸 This lottery winner thinks so.

https://t.co/BgKlrEfssV",29
@BBC,0.7717,Tue Jul 10 17:31:05 +0000 2018,0.0,0.676,0.324,"'I wanted to live inside you like a parasite'. 

A letter to my first love 💌👉 https://t.co/batgnuHRoi https://t.co/G0kGuLzHqU",30
@BBC,-0.8338,Tue Jul 10 15:32:02 +0000 2018,0.34,0.593,0.066,"🙅No one likes making mistakes, but messing up isn’t always a bad thing.

Here are six reasons why making mistakes c… https://t.co/N7jMLZKLcE",31
@BBC,0.7269,Tue Jul 10 15:14:38 +0000 2018,0.0,0.711,0.289,"RT @bbctennis: Serena Williams has some pretty big names supporting her.

Oh hey, @Drake 

LIVE👉https://t.co/RIpcahMeKm
📺 @BBCOne 
#bbctenn…",32
@BBC,0.6763,Tue Jul 10 13:01:05 +0000 2018,0.079,0.68,0.242,"No one does strawberries like we do in Britain! 🍓🇬🇧🍦

Now they're in season, make the most of these delicious straw… https://t.co/QKdHxenZNu",33
@BBC,0.4939,Tue Jul 10 12:18:03 +0000 2018,0.0,0.868,0.132,'Everyone safe': all 12 members of a Thai youth football team and their coach have been brought safely out of the c… https://t.co/c5bzSFM2ND,34
@BBC,0.0,Tue Jul 10 12:03:04 +0000 2018,0.0,1.0,0.0,"Neelam and Dinesh’s son Akash took his own life three years ago. 

Now they’re trying to get the British Asian comm… https://t.co/pX5ZIH2mj3",35
@BBC,0.4588,Tue Jul 10 11:33:00 +0000 2018,0.073,0.769,0.158,"Ever found something weird and wonderful on a British beach? 

@BBCFOUR will be LIVE from the Jurassic Coast next w… https://t.co/CY4ej7SjQh",36
@BBC,-0.5632,Tue Jul 10 11:04:01 +0000 2018,0.188,0.812,0.0,"Have you ever seen a baby puffin? 🐣

Experts worry we may not get the chance in the future if Scotland’s puffin pop… https://t.co/uRKs7VXQMv",37
@BBC,0.0,Tue Jul 10 09:17:05 +0000 2018,0.0,1.0,0.0,RT @bbcweather: Remember to look up around 1pm today if you're in London / SE / Suffolk / Colchester / Chelmsford for the @RoyalAirForce #R…,38
@BBC,0.3612,Tue Jul 10 09:06:27 +0000 2018,0.0,0.884,0.116,"RT @BBCOne: “I felt like a piece of meat at a meat market”.

@BBCPanorama investigates President Donald Trump.

Tonight | 8.30pm | BBC One…",39
@BBC,0.8402,Tue Jul 10 08:59:10 +0000 2018,0.0,0.5,0.5,RT @BBCNews: Cave rescue: Divers ready to save remaining five Thais https://t.co/ed7GteDLor,40
@BBC,0.0,Tue Jul 10 08:56:04 +0000 2018,0.0,1.0,0.0,"RT @bbcweather: London's sunset last night, photographed by Funda Cizgenakad. Jo https://t.co/gijPHaWMpa",41
@BBC,0.4939,Tue Jul 10 08:55:48 +0000 2018,0.0,0.856,0.144,"RT @BBCSport: We have some exciting news...

@andy_murray will be joining the BBC commentary team this week at @Wimbledon 

👉 https://t.co/…",42
@BBC,0.0,Tue Jul 10 08:05:02 +0000 2018,0.0,1.0,0.0,"Sue has looked after lots of orphaned wombats before, but Stacy is a real handful! 😳

https://t.co/JCFTLP1Xjg",43
@BBC,0.5719,Tue Jul 10 07:29:03 +0000 2018,0.0,0.829,0.171,"Today, @sophieraworth presents live coverage of events to celebrate 100 years of aviation and endeavour in the Roya… https://t.co/l0Of2zTYaH",44
@BBC,0.6369,Mon Jul 09 20:02:05 +0000 2018,0.0,0.833,0.167,"The greatest ice skater of all time, John Curry transformed a dated sport into an art form and made history by beco… https://t.co/rKqQzp8Gv5",45
@BBC,0.5994,Mon Jul 09 19:02:06 +0000 2018,0.0,0.818,0.182,"“I want to tell you honey you are the hero in my heart”

Saman Gunan's wife and father tell @BBCWorld about the man… https://t.co/axL8XkMgc0",46
@BBC,0.4767,Mon Jul 09 18:02:03 +0000 2018,0.0,0.78,0.22,"That time David Attenborough made friends with a baby rhino. 😭❤️️🦏 #Africa 

https://t.co/Z5F0jaNk57",47
@BBC,0.6705,Mon Jul 09 17:32:03 +0000 2018,0.085,0.656,0.259,"A 'dogumentary' like no other, discover the world of the Mucky Pups luxury dog spa. 💅🐩

Puppy Love | 7:30pm |… https://t.co/EJYSH7Ckpm",48
@BBC,0.9403,Mon Jul 09 16:04:04 +0000 2018,0.0,0.505,0.495,"Although they're great fun, they're not always great for the environment... 

Here's how to go to a festival withou… https://t.co/tvnMfnCrlL",49
@BBC,0.0,Mon Jul 09 15:51:05 +0000 2018,0.0,1.0,0.0,"RT @BBCBreaking: Prince Louis arrives for his christening service at the Chapel Royal, St James's Palace

https://t.co/TGe9Ld5mpM https://t…",50
@BBC,0.8268,Mon Jul 09 15:20:14 +0000 2018,0.0,0.675,0.325,"RT @BBCRadio2: Happy International Town Criers' Day! Watch @chestercrier teach @ed_miliband how to do the perfect ""oyez""  🗣 https://t.co/Ha…",51
@BBC,0.8221,Mon Jul 09 14:29:05 +0000 2018,0.0,0.664,0.336,"""Can I drum?” 🥁🤷‍♂️

This is the amazing moment when @thekillers let a fan join them on stage at @TRNSMTfest! 🙌… https://t.co/6DnHpaJxer",52
@BBC,-0.5423,Mon Jul 09 14:23:06 +0000 2018,0.22,0.78,0.0,"RT @BBCBreaking: Boris Johnson resigns as UK Foreign Secretary, following the resignation of Brexit Secretary David Davis https://t.co/gFKn…",53
@BBC,0.4215,Mon Jul 09 14:17:04 +0000 2018,0.0,0.872,0.128,"Divers have rescued four more boys from the vast flooded cave system in northern Thailand.

Follow live updates her… https://t.co/cuWPaHhVTW",54
@BBC,-0.4767,Mon Jul 09 13:03:05 +0000 2018,0.205,0.795,0.0,"Searching for the 'angel' who held me during the Westminster attack. 

https://t.co/Hgb96AhD1J https://t.co/SPXbsc6t1A",55
@BBC,0.6597,Mon Jul 09 12:18:40 +0000 2018,0.115,0.531,0.354,"RT @bbctennis: The number of Grand Slam singles titles won by today's Centre Court players.

🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆…",56
@BBC,0.0,Mon Jul 09 12:01:04 +0000 2018,0.0,1.0,0.0,"'I spread happiness': meet Irene, a yoga teacher who teaches in prisons. 🧘

https://t.co/LkBRZK5BJe",57
@BBC,-0.5255,Mon Jul 09 11:03:02 +0000 2018,0.166,0.834,0.0,"What's wrong with the way we decorated?! 😂🛀👷

Couple find a 23-year-old hidden message while refurbishing their bat… https://t.co/gfFrVjlZee",58
@BBC,0.0,Mon Jul 09 10:03:09 +0000 2018,0.0,1.0,0.0,Prince Louis will be christened later in a private ceremony in the Chapel Royal at St James's Palace. 👶… https://t.co/NOvYzzMN0F,59
@BBC,0.25,Mon Jul 09 08:51:27 +0000 2018,0.0,0.913,0.087,RT @BBCWorld: Cave divers in Thailand are poised to restart the high-risk operation to extract the remaining eight boys and their football…,60
@BBC,-0.6486,Mon Jul 09 08:51:21 +0000 2018,0.281,0.719,0.0,RT @BBCWorld: Japan floods: At least 100 dead in record rainfall https://t.co/SyQmfJ7R2J,61
@BBC,0.6597,Mon Jul 09 08:51:17 +0000 2018,0.0,0.795,0.205,"RT @bbcgetinspired: Way back when @England winning the #WorldCup was just a pipe dream, we caught up with Gareth Southgate to find out his…",62
@BBC,0.0,Mon Jul 09 08:51:06 +0000 2018,0.0,1.0,0.0,"RT @BBCArchive: #OnThisDay 2001: The Office was first broadcast, on @BBCTwo. https://t.co/TgfV8bNhy4",63
@BBC,0.5719,Mon Jul 09 08:03:05 +0000 2018,0.0,0.701,0.299,"What's it like living with OCD? These people share their experience. 
#TrustMeImADoctor https://t.co/Ed41awcqEM",64
@BBC,-0.0516,Mon Jul 09 07:27:05 +0000 2018,0.085,0.915,0.0,"'I didn’t leave the house for three months because of my anxiety.'
👉 https://t.co/8q5C6bvqI7 https://t.co/qlAwtudj5E",65
@BBC,0.0,Mon Jul 09 07:00:09 +0000 2018,0.0,1.0,0.0,⚡ This Korean entrepreneur has an idea that could revolutionise how power is generated. https://t.co/csjLDoyZoN,66
@BBC,0.4019,Sun Jul 08 21:07:05 +0000 2018,0.0,0.787,0.213,"Justin Bieber 'engaged to Hailey Baldwin', US media say. 👉 https://t.co/j8cKfq8AtD https://t.co/HkqnZAQJi4",67
@BBC,-0.6908,Sun Jul 08 20:52:12 +0000 2018,0.207,0.793,0.0,"RT @BBCBreaking: UK police launch murder inquiry after Dawn Sturgess, 44, dies after exposure to nerve agent Novichok https://t.co/adk3o7Sj…",68
@BBC,0.0,Sun Jul 08 20:05:00 +0000 2018,0.0,1.0,0.0,"✊🛍🛒 This family have changed their shopping habits to reduce their plastic footprint.
#PlasticsAction https://t.co/RL3U1Vk7EN",69
@BBC,0.0,Sun Jul 08 19:04:02 +0000 2018,0.0,1.0,0.0,❤️ This man is cleaning all 388 Holocaust plaques in his city. https://t.co/AfdxFBxxJ4,70
@BBC,-0.6908,Sun Jul 08 18:04:02 +0000 2018,0.439,0.561,0.0,'Did air pollution kill my daughter?' https://t.co/XzWSWFga6S,71
@BBC,0.5106,Sun Jul 08 17:32:05 +0000 2018,0.0,0.864,0.136,"The operation to free 12 boys and their coach from a cave in northern Thailand is running ""smoothly"", the head of t… https://t.co/fbCN1JeN1K",72
@BBC,0.5994,Sun Jul 08 17:02:03 +0000 2018,0.0,0.794,0.206,"🎶🎻✨ Tonight, @thekatiederham introduces 2018's open-air concert from the magnificent gardens of the Schonbrunn Pala… https://t.co/AHAYPRtAJn",73
@BBC,0.0,Sun Jul 08 16:03:04 +0000 2018,0.0,1.0,0.0,"Look back at the 2008 #Wimbledon final between @rogerfederer and @RafaelNadal, widely acknowledged as one of the gr… https://t.co/bNcdnjna2s",74
@BBC,0.0,Sun Jul 08 15:02:07 +0000 2018,0.0,1.0,0.0,"⚡️ This 15-year-old inventor is bringing cheap electricity to the developing world. 
(via @BBCThree) https://t.co/UWVzHhRs12",75
@BBC,-0.0258,Sun Jul 08 14:59:01 +0000 2018,0.114,0.774,0.111,"RT @BBCWorld: Nine boys and their coach will spend another night trapped in Thai cave, as rescue operation is paused for at least 10 hours…",76
@BBC,0.0,Sun Jul 08 14:02:01 +0000 2018,0.0,1.0,0.0,"🍄 Increasingly, scientists are looking at whether some mind-altering drugs might also have the potential to be mind… https://t.co/srd1w793nY",77
@BBC,0.4215,Sun Jul 08 13:08:43 +0000 2018,0.0,0.741,0.259,RT @BBCNews: First boys 'rescued from Thailand cave' https://t.co/86U00UcvHn,78
@BBC,0.5574,Sun Jul 08 13:03:02 +0000 2018,0.0,0.714,0.286,The remarkable Viking discovery on the Isle of Skye. https://t.co/QV4CIcIO9L,79
@BBC,0.5859,Sun Jul 08 12:06:07 +0000 2018,0.0,0.725,0.275,"""Y'alright love?""

😂 This crow has a Yorkshire accent and it's amazing. https://t.co/3J8BQGiZM7",80
@BBC,-0.2732,Sun Jul 08 11:03:07 +0000 2018,0.095,0.905,0.0,"Whether your whole household is vegetarian or you're just trying to cut down on your meat intake, everyone will lov… https://t.co/mvwy1TIacc",81
@BBC,0.0,Sun Jul 08 10:02:04 +0000 2018,0.0,1.0,0.0,These little eels have travelled all the way from near the Bahamas to Scotland. https://t.co/P1oXYtSXD1,82
@BBC,-0.25,Sun Jul 08 09:03:05 +0000 2018,0.123,0.794,0.083,"😳🏝 Still haunted by the image of Pierce Brosnan dancing in flippers? Well, he’s back. 

🎥🍿 These are the nine films… https://t.co/Xw6O9UYha4",83
@BBC,-0.1531,Sun Jul 08 08:12:23 +0000 2018,0.085,0.853,0.062,"RT @bbc5live: Just in case you missed this last night on @bbc5live 

28 years on from Italia 90, @chriswaddle93 gets emotional as England m…",84
@BBC,0.765,Sun Jul 08 08:12:10 +0000 2018,0.0,0.777,0.223,"RT @BBCWorld: Hang on boys, rescue is coming. 🐗🇹🇭

The mission to rescue 12 boys and football coach from a cave in Thailand has begun - and…",85
@BBC,0.0,Sun Jul 08 08:12:00 +0000 2018,0.0,1.0,0.0,"RT @BBCFood: 7 recipes for all the gluten-free people deciding what to have to breakfast 🤷‍♀
https://t.co/vP56pf2KB1 https://t.co/zwNCvt0kKr",86
@BBC,0.826,Sun Jul 08 08:11:54 +0000 2018,0.0,0.566,0.434,RT @BBCBreakfast: Everyone needs this delicious dose of doggy cuteness 😍😍 https://t.co/Bq4AebzsRy,87
@BBC,-0.802,Sun Jul 08 08:11:03 +0000 2018,0.324,0.676,0.0,RT @BBCNewsNI: Motorcycle racer William Dunlop killed in a crash at the Skerries 100 road races https://t.co/6m5CFDY1Jp https://t.co/53B15j…,88
@BBC,0.6696,Sun Jul 08 08:02:03 +0000 2018,0.0,0.572,0.428,😍🏝 Paradise is on our doorstep!  https://t.co/BWrCJcIzHl,89
@BBC,0.0,Sat Jul 07 19:09:04 +0000 2018,0.0,1.0,0.0,'You don't look autistic' and other things not to say to people with autism. https://t.co/1GQS1Icvms,90
@BBC,0.3818,Sat Jul 07 18:05:03 +0000 2018,0.0,0.852,0.148,"A South African woman is recovering in hospital after being discovered alive in a mortuary fridge.
👉… https://t.co/IhrhDG1W2A",91
@BBC,-0.6908,Sat Jul 07 17:05:04 +0000 2018,0.388,0.612,0.0,The women paid to cry at the funerals of strangers. https://t.co/oF6wA0ecwI,92
@BBC,0.0,Sat Jul 07 16:03:07 +0000 2018,0.0,1.0,0.0,These are the nine TV shows you NEED to watch in July. ☀️📺🌡 https://t.co/p1pIcjGKap https://t.co/QCXpJOUav1,93
@BBC,0.0,Sat Jul 07 16:01:37 +0000 2018,0.0,1.0,0.0,"What a moment! ️⚽️👏

England are into the #WorldCup semi-finals for the first time since 1990. 👉… https://t.co/jCgcFi9kjg",94
@BBC,0.0,Sat Jul 07 15:55:59 +0000 2018,0.0,1.0,0.0,RT @BBCSport: Hey Zlatan... you owe David Beckham dinner! 😉 #ENGSWE #bbcworldcup #ThreeLions https://t.co/Kf8auWDumI,95
@BBC,0.2462,Sat Jul 07 15:55:41 +0000 2018,0.0,0.914,0.086,"RT @BBCSport: THEY'VE DONE IT!

England have reached a #WorldCup semi-final for the first time since 1990!

FT: #SWE 0-2 #ENG 

Reaction:
📺…",96
@BBC,0.4019,Sat Jul 07 15:08:04 +0000 2018,0.0,0.787,0.213,🖼 How can virtual reality help visually impaired people 'see' art? https://t.co/9Ry7wblTsn,97
@BBC,0.0,Sat Jul 07 13:57:03 +0000 2018,0.0,1.0,0.0,"BREAKING: News just in on the #Poldark set... 

#ENGSWE #ENG #WorldCup 

https://t.co/SXiXO99gi4",98
@BBC,0.694,Sat Jul 07 13:14:05 +0000 2018,0.0,0.597,0.403,😍🖼 10-year-old Kareem is an OUTSTANDING artist. https://t.co/Ip4X0w1dpc,99
@BBC,0.0,Sat Jul 07 12:51:07 +0000 2018,0.0,1.0,0.0,"Can the #ThreeLions go one step further? Today England face Sweden in the #WorldCup quarter-finals. #ENGSWE

Englan… https://t.co/z7uo1UoVvR",100
@CBS,0.6514,Thu Jul 12 01:01:24 +0000 2018,0.0,0.718,0.282,RT @TKOCBS: Prepare to have some major FUN. #TKO starts NOW! https://t.co/i2ftL6GCj5,1
@CBS,0.5562,Wed Jul 11 21:44:45 +0000 2018,0.0,0.826,0.174,"It’s fun, different, unique, and finally here! @TKOCBS hosted by @KevinHart4real premieres at 9/8c on CBS and… https://t.co/MCeVLVK85i",2
@CBS,0.5411,Wed Jul 11 19:09:34 +0000 2018,0.0,0.857,0.143,"RT @MagnumPICBS: Talk about hands-on research! #MagnumPI's cast had the honor of joining the US Navy Submarine Force, US Pacific Fleet #Sub…",3
@CBS,0.0,Mon Jul 09 23:55:07 +0000 2018,0.0,1.0,0.0,Time to mark your calendars! CBS' fall 2018 premiere lineup has been announced: https://t.co/yYv3H9aEO7 https://t.co/lRxAA7suie,4
@CBS,-0.3818,Mon Jul 09 18:53:34 +0000 2018,0.106,0.894,0.0,"RT @TKOCBS: The Ball Buster, the Frisboom, the Spike Launcher, and the Slammer… Get to know all of the #TKO Battle Stations: https://t.co/2…",5
@CBS,0.3182,Mon Jul 09 18:09:00 +0000 2018,0.0,0.897,0.103,"RT @cbsallaccess: How much does it cost to bury the truth? #OneDollar premieres August 30, exclusively on CBS All Access. https://t.co/2HdY…",6
@CBS,0.4019,Fri Jul 06 22:22:55 +0000 2018,0.0,0.847,0.153,"RT @SalvationCBS: Mark your calendars, #Salvies: Monday's new #SalvationCBS will air at a special time, 10/9c. https://t.co/RUh1J7cfj8",7
@CBS,0.7777,Fri Jul 06 18:26:37 +0000 2018,0.0,0.657,0.343,Happy #InternationalKissingDay! See which stars we caught locking lips on the CBS Kiss Cam. 😘 https://t.co/oMPCHZlgCl,8
@CBS,0.3612,Thu Jul 05 21:12:17 +0000 2018,0.0,0.898,0.102,Have you heard? Tonight's the first Live Show of #BB20. Grab a seat and get ready to watch the action unfold on CBS… https://t.co/0YgRV1HLGd,9
@CBS,0.3182,Mon Jul 02 21:13:11 +0000 2018,0.0,0.892,0.108,"How much does it cost to bury the truth? #OneDollar premieres Thursday, August 30, exclusively on CBS All Access.… https://t.co/1tab8eCaFz",10
@CBS,0.0,Mon Jul 02 20:47:32 +0000 2018,0.0,1.0,0.0,Take a first look at our @Comic_Con lineup along with details of what you can expect to see:… https://t.co/JqBtlKcwq3,11
@CBS,0.0,Mon Jul 02 17:27:06 +0000 2018,0.0,1.0,0.0,RT @TrueCrimeCBS: Two new true-crime series are set to premiere this July on CBS! Learn more about #Whistleblower and #PinkCollarCrimes bef…,12
@CBS,0.5411,Mon Jul 02 17:00:02 +0000 2018,0.0,0.741,0.259,"If at first you don’t succeed on @PriceIsRight…bid, bid again! https://t.co/OWBaOsFZ3i",13
@CBS,0.0,Wed Jun 27 20:31:32 +0000 2018,0.0,1.0,0.0,What’s summer without @CBSBigBrother? ☀️ RT if you’re counting down the hours to the #BB20 premiere TONIGHT at 8/7c… https://t.co/Xp1s4Fp5J8,14
@CBS,0.7574,Wed Jun 27 14:00:01 +0000 2018,0.0,0.711,0.289,"It looks like you...

(•_•)
( •_•)&gt;⌐■-■
(⌐■_■)

Have a lot of TV to watch!

Celebrate #NationalSunglassesDay with H… https://t.co/Babt4ajIgV",15
@CBS,0.5574,Mon Jun 25 18:20:25 +0000 2018,0.0,0.796,0.204,The world will finally know the truth. ☄️ Make sure to tune in to the heart-pounding Season 2 premiere of… https://t.co/mqMleW90DY,16
@CBS,0.1867,Fri Jun 22 21:19:06 +0000 2018,0.0,0.902,0.098,Tonight's the night! Don't miss model @ashleygraham on the season finale of Celebrity @undercover_cbs at 8/7c. https://t.co/iBxAOcOF7a,17
@CBS,0.4199,Fri Jun 22 18:33:53 +0000 2018,0.0,0.811,0.189,"Every day is #TakeYourDogToWorkDay for shows like @HawaiiFive0CBS, @MomCBS, @SEALTeamCBS, and @bigbangtheory! https://t.co/DJaOt1VQcw",18
@CBS,0.4926,Thu Jun 21 23:29:50 +0000 2018,0.0,0.758,0.242,"Lights, camera, selfie! 📸 Could there be a better photo for #NationalSelfieDay? https://t.co/14Ewx64yKC",19
@CBS,0.3555,Wed Jun 20 00:39:01 +0000 2018,0.136,0.642,0.222,There’s nothing quite like watching a contestant win a brand new car on @PriceIsRight. 👏  https://t.co/aKlFikYAMM,20
@CBS,0.0,Mon Jun 18 20:27:50 +0000 2018,0.0,1.0,0.0,Time to make your predictions for #BB20! 👏 Get to know the @CBSBigBrother Houseguests before the big premiere next… https://t.co/jlpIchJ9sk,21
@CBS,0.0,Mon Jun 18 15:00:46 +0000 2018,0.0,1.0,0.0,RT @CBSBigBrother: Meet the cast of #BB20... before anyone else! Start streaming all their live interviews beginning at 11am EST/8am PST on…,22
@CBS,0.9392,Sun Jun 17 13:00:01 +0000 2018,0.0,0.507,0.493,"Today and every day we celebrate their love, guidance, and support. Happy #FathersDay to every kind of dad! https://t.co/Wffax1khBH",23
@CBS,0.3595,Fri Jun 15 18:48:29 +0000 2018,0.0,0.872,0.128,"Casting Alert! @paulwesley, @DaniaJRamirez &amp; @JamesWolk are set to star in the upcoming CBS All Access psychologica… https://t.co/JnZMrzT92n",24
@CBS,-0.296,Thu Jun 14 17:30:00 +0000 2018,0.167,0.833,0.0,"In case you missed it, watch the entire #TonyAwards now: https://t.co/Bm0yNV3Ff3 https://t.co/h3YnFkmSQJ",25
